age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,hours.per.week,income
34.00,Private,Some-college,10.00,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40.00,<=50K
42.00,Private,Bachelors,13.00,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40.00,>50K
48.00,Self-emp-not-inc,Some-college,10.00,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,65.00,<=50K
29.00,Private,HS-grad,9.00,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40.00,<=50K
33.00,Private,10th,6.00,Never-married,Handlers-cleaners,Not-in-family,White,Male,40.00,<=50K
44.00,Private,Assoc-voc,11.00,Married-civ-spouse,Transport-moving,Wife,White,Female,25.00,<=50K
49.00,Private,HS-grad,9.00,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45.00,<=50K
25.00,Private,HS-grad,9.00,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40.00,<=50K
33.00,Private,Bachelors,13.00,Never-married,Exec-managerial,Not-in-family,White,Female,40.00,<=50K
38.00,Private,Some-college,10.00,Married-civ-spouse,Sales,Husband,White,Male,60.00,<=50K
20.00,Private,HS-grad,9.00,Never-married,Sales,Not-in-family,White,Female,38.00,<=50K
44.00,Private,HS-grad,9.00,Never-married,Handlers-cleaners,Not-in-family,White,Male,50.00,<=50K
45.00,Private,Bachelors,13.00,Married-civ-spouse,Transport-moving,Husband,White,Male,40.00,>50K
27.00,Self-emp-inc,HS-grad,9.00,Never-married,Sales,Not-in-family,White,Male,50.00,<=50K
18.00,Private,HS-grad,9.00,Never-married,Machine-op-inspct,Own-child,White,Male,40.00,<=50K
38.00,Private,HS-grad,9.00,Divorced,Craft-repair,Unmarried,White,Male,50.00,<=50K
45.00,Private,11th,7.00,Married-civ-spouse,Craft-repair,Husband,White,Male,42.00,<=50K
64.00,Private,5th-6th,3.00,Widowed,Other-service,Not-in-family,Black,Female,16.00,<=50K
34.00,Private,Bachelors,13.00,Never-married,Sales,Not-in-family,White,Female,35.00,<=50K
45.00,Self-emp-not-inc,Bachelors,13.00,Married-civ-spouse,Transport-moving,Husband,White,Male,40.00,>50K
42.00,Self-emp-not-inc,HS-grad,9.00,Divorced,Craft-repair,Not-in-family,White,Male,40.00,<=50K
26.00,Private,10th,6.00,Never-married,Adm-clerical,Not-in-family,Black,Male,20.00,<=50K
27.00,Private,Assoc-voc,11.00,Never-married,Craft-repair,Other-relative,White,Male,40.00,<=50K
21.00,Private,Some-college,10.00,Never-married,Sales,Other-relative,White,Female,40.00,<=50K
23.00,?,Some-college,10.00,Never-married,?,Own-child,White,Male,30.00,<=50K
47.00,Private,Some-college,10.00,Married-civ-spouse,Craft-repair,Husband,White,Male,40.00,<=50K
20.00,State-gov,Some-college,10.00,Never-married,Adm-clerical,Own-child,White,Female,40.00,<=50K
46.00,State-gov,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,38.00,>50K
35.00,?,HS-grad,9.00,Married-civ-spouse,?,Wife,Black,Female,40.00,<=50K
28.00,Private,Some-college,10.00,Never-married,Tech-support,Own-child,White,Female,24.00,<=50K
21.00,Private,Some-college,10.00,Never-married,Sales,Own-child,White,Female,40.00,<=50K
36.00,Private,HS-grad,9.00,Never-married,Machine-op-inspct,Not-in-family,White,Male,40.00,<=50K
29.00,Private,Doctorate,16.00,Divorced,Prof-specialty,Not-in-family,White,Female,60.00,>50K
38.00,Private,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.00,>50K
37.00,Private,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.00,>50K
81.00,Self-emp-not-inc,1st-4th,2.00,Widowed,Sales,Other-relative,White,Male,45.00,<=50K
41.00,Private,Some-college,10.00,Divorced,Exec-managerial,Not-in-family,White,Female,40.00,<=50K
29.00,Private,Bachelors,13.00,Never-married,Sales,Own-child,White,Female,40.00,<=50K
30.00,Self-emp-not-inc,Assoc-acdm,12.00,Divorced,Adm-clerical,Not-in-family,White,Female,40.00,<=50K
25.00,Private,HS-grad,9.00,Never-married,Adm-clerical,Not-in-family,White,Male,40.00,<=50K
42.00,Federal-gov,HS-grad,9.00,Never-married,Adm-clerical,Unmarried,White,Female,40.00,<=50K
30.00,Private,HS-grad,9.00,Divorced,Transport-moving,Own-child,Black,Male,40.00,<=50K
65.00,?,HS-grad,9.00,Married-civ-spouse,?,Husband,White,Male,20.00,<=50K
18.00,Private,HS-grad,9.00,Never-married,Other-service,Own-child,White,Male,35.00,<=50K
30.00,Private,Some-college,10.00,Never-married,Protective-serv,Own-child,White,Male,48.00,<=50K
61.00,Private,Assoc-acdm,12.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,42.00,<=50K
21.00,Private,HS-grad,9.00,Never-married,Machine-op-inspct,Not-in-family,White,Male,45.00,<=50K
53.00,Private,HS-grad,9.00,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48.00,<=50K
60.00,Private,7th-8th,4.00,Separated,Priv-house-serv,Unmarried,Black,Female,15.00,<=50K
47.00,Private,10th,6.00,Married-civ-spouse,Craft-repair,Husband,White,Male,40.00,<=50K
48.00,Private,Some-college,10.00,Divorced,Adm-clerical,Not-in-family,Black,Male,40.00,<=50K
32.00,Private,Bachelors,13.00,Never-married,Prof-specialty,Unmarried,White,Female,40.00,<=50K
25.00,?,Masters,14.00,Never-married,?,Not-in-family,White,Female,35.00,<=50K
31.00,Private,Bachelors,13.00,Never-married,Prof-specialty,Unmarried,White,Male,40.00,<=50K
33.00,State-gov,Masters,14.00,Never-married,Prof-specialty,Not-in-family,White,Male,30.00,<=50K
27.00,Self-emp-not-inc,HS-grad,9.00,Married-civ-spouse,Farming-fishing,Husband,White,Male,50.00,<=50K
44.00,Private,HS-grad,9.00,Divorced,Adm-clerical,Unmarried,White,Female,40.00,>50K
37.00,Private,Some-college,10.00,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40.00,<=50K
34.00,Private,HS-grad,9.00,Divorced,Handlers-cleaners,Not-in-family,Black,Male,40.00,<=50K
51.00,Federal-gov,Some-college,10.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.00,>50K
51.00,Private,Masters,14.00,Divorced,Protective-serv,Unmarried,White,Male,40.00,<=50K
25.00,Local-gov,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,60.00,<=50K
25.00,Private,Bachelors,13.00,Never-married,Other-service,Not-in-family,Black,Female,24.00,<=50K
29.00,Federal-gov,Bachelors,13.00,Married-AF-spouse,Prof-specialty,Husband,White,Male,50.00,>50K
36.00,Self-emp-not-inc,HS-grad,9.00,Never-married,Farming-fishing,Not-in-family,White,Male,70.00,>50K
55.00,Private,HS-grad,9.00,Divorced,Machine-op-inspct,Not-in-family,White,Female,40.00,<=50K
39.00,Private,Bachelors,13.00,Divorced,Sales,Unmarried,White,Female,40.00,<=50K
31.00,Private,10th,6.00,Divorced,Handlers-cleaners,Not-in-family,White,Male,40.00,<=50K
31.00,Private,Prof-school,15.00,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,40.00,<=50K
51.00,Self-emp-inc,Assoc-voc,11.00,Never-married,Adm-clerical,Own-child,White,Female,40.00,<=50K
62.00,Private,HS-grad,9.00,Never-married,Adm-clerical,Not-in-family,White,Female,32.00,<=50K
27.00,Private,Bachelors,13.00,Divorced,Exec-managerial,Not-in-family,White,Male,52.00,<=50K
23.00,Private,Some-college,10.00,Never-married,Adm-clerical,Own-child,White,Male,30.00,<=50K
35.00,Self-emp-not-inc,9th,5.00,Married-civ-spouse,Craft-repair,Husband,White,Male,50.00,<=50K
46.00,Private,Assoc-acdm,12.00,Never-married,Prof-specialty,Unmarried,White,Female,36.00,<=50K
45.00,Self-emp-inc,Bachelors,13.00,Divorced,Exec-managerial,Unmarried,White,Male,50.00,>50K
27.00,Private,HS-grad,9.00,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40.00,<=50K
46.00,Private,HS-grad,9.00,Married-civ-spouse,Sales,Husband,White,Male,40.00,>50K
22.00,Private,11th,7.00,Married-civ-spouse,Adm-clerical,Wife,White,Female,20.00,<=50K
37.00,State-gov,Some-college,10.00,Divorced,Prof-specialty,Unmarried,White,Female,30.00,<=50K
42.00,Private,Some-college,10.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.00,<=50K
45.00,Private,HS-grad,9.00,Divorced,Machine-op-inspct,Unmarried,White,Female,40.00,<=50K
33.00,State-gov,Assoc-voc,11.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.00,<=50K
46.00,Private,Assoc-voc,11.00,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Male,40.00,<=50K
24.00,Private,HS-grad,9.00,Never-married,Transport-moving,Own-child,White,Male,50.00,<=50K
56.00,Private,HS-grad,9.00,Separated,Craft-repair,Not-in-family,White,Female,40.00,<=50K
34.00,Private,Some-college,10.00,Never-married,Prof-specialty,Not-in-family,White,Female,12.00,>50K
50.00,Private,HS-grad,9.00,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40.00,>50K
48.00,Self-emp-inc,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.00,>50K
45.00,Private,11th,7.00,Married-civ-spouse,Other-service,Wife,White,Female,36.00,<=50K
41.00,State-gov,Some-college,10.00,Divorced,Adm-clerical,Not-in-family,White,Female,40.00,<=50K
66.00,Private,Some-college,10.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,24.00,<=50K
63.00,?,Prof-school,15.00,Married-civ-spouse,?,Husband,White,Male,40.00,<=50K
35.00,Private,HS-grad,9.00,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,35.00,<=50K
22.00,Private,Some-college,10.00,Never-married,Adm-clerical,Own-child,White,Female,40.00,<=50K
58.00,Private,Some-college,10.00,Married-civ-spouse,Sales,Husband,White,Male,45.00,>50K
24.00,Private,HS-grad,9.00,Never-married,Handlers-cleaners,Own-child,White,Female,48.00,<=50K
34.00,Private,Some-college,10.00,Divorced,Prof-specialty,Unmarried,White,Female,6.00,<=50K
33.00,Local-gov,Masters,14.00,Never-married,Prof-specialty,Not-in-family,White,Female,50.00,<=50K
33.00,Self-emp-not-inc,HS-grad,9.00,Married-civ-spouse,Transport-moving,Husband,White,Male,60.00,<=50K
17.00,Private,11th,7.00,Never-married,Other-service,Own-child,White,Female,15.00,<=50K
27.00,Private,Bachelors,13.00,Married-civ-spouse,Sales,Other-relative,White,Male,40.00,>50K
20.00,Self-emp-inc,Some-college,10.00,Never-married,Adm-clerical,Own-child,White,Female,20.00,<=50K
30.00,Private,7th-8th,4.00,Divorced,Transport-moving,Not-in-family,White,Male,40.00,<=50K
22.00,Private,Bachelors,13.00,Never-married,Prof-specialty,Not-in-family,White,Male,40.00,<=50K
20.00,Private,Assoc-acdm,12.00,Never-married,Other-service,Not-in-family,White,Female,40.00,<=50K
64.00,Local-gov,5th-6th,3.00,Divorced,Other-service,Not-in-family,White,Female,45.00,<=50K
38.00,Private,Bachelors,13.00,Divorced,Other-service,Not-in-family,Black,Female,60.00,<=50K
46.00,Federal-gov,HS-grad,9.00,Married-civ-spouse,Adm-clerical,Husband,Black,Male,80.00,>50K
17.00,Private,10th,6.00,Never-married,Other-service,Own-child,White,Male,20.00,<=50K
45.00,Private,1st-4th,2.00,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40.00,<=50K
27.00,Private,Bachelors,13.00,Never-married,Exec-managerial,Own-child,White,Female,40.00,<=50K
45.00,Self-emp-inc,Assoc-voc,11.00,Divorced,Sales,Unmarried,White,Female,30.00,<=50K
26.00,Self-emp-inc,HS-grad,9.00,Divorced,Exec-managerial,Not-in-family,White,Male,78.00,>50K
44.00,Local-gov,Bachelors,13.00,Divorced,Prof-specialty,Unmarried,White,Male,45.00,<=50K
35.00,Private,9th,5.00,Never-married,Exec-managerial,Not-in-family,White,Female,40.00,<=50K
24.00,?,HS-grad,9.00,Married-civ-spouse,?,Wife,White,Female,40.00,<=50K
56.00,Private,Bachelors,13.00,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,40.00,<=50K
47.00,Private,Masters,14.00,Divorced,Tech-support,Not-in-family,White,Male,40.00,<=50K
32.00,Private,Bachelors,13.00,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50.00,>50K
55.00,?,Assoc-acdm,12.00,Married-spouse-absent,?,Not-in-family,White,Female,5.00,<=50K
35.00,Self-emp-inc,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.00,>50K
37.00,Private,HS-grad,9.00,Married-civ-spouse,Craft-repair,Husband,White,Male,68.00,<=50K
33.00,Private,HS-grad,9.00,Married-civ-spouse,Sales,Wife,White,Female,45.00,<=50K
34.00,Private,HS-grad,9.00,Divorced,Transport-moving,Not-in-family,White,Male,50.00,<=50K
24.00,Private,Some-college,10.00,Never-married,Handlers-cleaners,Own-child,White,Male,40.00,<=50K
25.00,Private,HS-grad,9.00,Never-married,Adm-clerical,Not-in-family,White,Female,40.00,<=50K
31.00,Self-emp-inc,HS-grad,9.00,Never-married,Craft-repair,Not-in-family,White,Male,45.00,<=50K
38.00,Private,Assoc-voc,11.00,Married-civ-spouse,Craft-repair,Husband,White,Male,40.00,<=50K
30.00,Private,Bachelors,13.00,Married-civ-spouse,Sales,Husband,White,Male,40.00,>50K
35.00,Private,HS-grad,9.00,Married-civ-spouse,Craft-repair,Husband,White,Male,32.00,<=50K
67.00,?,Bachelors,13.00,Divorced,?,Not-in-family,White,Female,60.00,<=50K
34.00,Private,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Wife,White,Female,40.00,<=50K
46.00,Private,HS-grad,9.00,Married-civ-spouse,Adm-clerical,Wife,White,Female,40.00,<=50K
19.00,Local-gov,Some-college,10.00,Never-married,Sales,Own-child,White,Female,16.00,<=50K
26.00,Private,Assoc-acdm,12.00,Never-married,Other-service,Own-child,Black,Female,15.00,<=50K
28.00,Private,Some-college,10.00,Never-married,Prof-specialty,Not-in-family,Black,Male,40.00,<=50K
47.00,Private,Some-college,10.00,Married-civ-spouse,Craft-repair,Husband,White,Male,40.00,<=50K
49.00,Local-gov,Masters,14.00,Married-civ-spouse,Adm-clerical,Husband,White,Male,40.00,>50K
44.00,Private,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.00,>50K
30.00,Private,HS-grad,9.00,Never-married,Priv-house-serv,Own-child,White,Female,40.00,<=50K
18.00,Private,Some-college,10.00,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,16.00,<=50K
81.00,?,Prof-school,15.00,Married-civ-spouse,?,Husband,White,Male,24.00,>50K
43.00,State-gov,Some-college,10.00,Never-married,Other-service,Not-in-family,White,Female,40.00,<=50K
35.00,Private,12th,8.00,Never-married,Farming-fishing,Not-in-family,White,Male,20.00,<=50K
58.00,Self-emp-not-inc,HS-grad,9.00,Married-civ-spouse,Farming-fishing,Husband,White,Male,72.00,<=50K
32.00,Private,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40.00,<=50K
40.00,Private,HS-grad,9.00,Married-civ-spouse,Transport-moving,Husband,White,Male,35.00,<=50K
32.00,Private,HS-grad,9.00,Never-married,Other-service,Own-child,Black,Female,40.00,<=50K
44.00,Private,HS-grad,9.00,Married-civ-spouse,Other-service,Husband,White,Male,25.00,<=50K
25.00,Private,Some-college,10.00,Never-married,Sales,Own-child,White,Female,40.00,<=50K
42.00,Private,HS-grad,9.00,Divorced,Machine-op-inspct,Not-in-family,White,Male,40.00,<=50K
27.00,Private,HS-grad,9.00,Never-married,Transport-moving,Own-child,White,Male,40.00,<=50K
62.00,?,10th,6.00,Married-civ-spouse,?,Husband,White,Male,40.00,<=50K
31.00,Self-emp-not-inc,HS-grad,9.00,Never-married,Sales,Not-in-family,Black,Male,40.00,<=50K
33.00,State-gov,Bachelors,13.00,Never-married,Prof-specialty,Other-relative,Black,Female,40.00,<=50K
50.00,Self-emp-not-inc,Some-college,10.00,Married-civ-spouse,Craft-repair,Husband,White,Male,55.00,<=50K
46.00,Private,Assoc-voc,11.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,60.00,<=50K
22.00,Private,Assoc-acdm,12.00,Never-married,Other-service,Unmarried,White,Female,35.00,<=50K
52.00,Private,HS-grad,9.00,Never-married,Other-service,Unmarried,White,Female,45.00,<=50K
41.00,Self-emp-not-inc,Assoc-voc,11.00,Divorced,Farming-fishing,Not-in-family,White,Male,40.00,<=50K
19.00,Private,12th,8.00,Never-married,Other-service,Other-relative,White,Female,30.00,<=50K
45.00,Local-gov,Bachelors,13.00,Divorced,Exec-managerial,Unmarried,Black,Female,60.00,<=50K
51.00,Self-emp-not-inc,12th,8.00,Married-civ-spouse,Other-service,Husband,White,Male,99.00,<=50K
69.00,?,Assoc-acdm,12.00,Divorced,?,Unmarried,White,Female,1.00,<=50K
45.00,Self-emp-not-inc,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,30.00,<=50K
48.00,Private,Some-college,10.00,Divorced,Adm-clerical,Not-in-family,White,Female,50.00,<=50K
42.00,Private,HS-grad,9.00,Never-married,Sales,Own-child,White,Female,40.00,<=50K
19.00,State-gov,Some-college,10.00,Never-married,Adm-clerical,Own-child,White,Female,10.00,<=50K
39.00,Self-emp-not-inc,HS-grad,9.00,Married-civ-spouse,Sales,Husband,White,Male,70.00,<=50K
46.00,Private,HS-grad,9.00,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50.00,>50K
36.00,Private,Some-college,10.00,Divorced,Prof-specialty,Unmarried,White,Female,45.00,<=50K
21.00,Private,HS-grad,9.00,Never-married,Craft-repair,Unmarried,White,Male,35.00,<=50K
41.00,Private,Prof-school,15.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.00,>50K
17.00,Private,11th,7.00,Never-married,Other-service,Own-child,White,Female,20.00,<=50K
29.00,Private,HS-grad,9.00,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40.00,<=50K
52.00,Private,Some-college,10.00,Divorced,Adm-clerical,Not-in-family,White,Female,60.00,<=50K
33.00,Private,Assoc-acdm,12.00,Married-civ-spouse,Sales,Husband,White,Male,40.00,<=50K
38.00,Private,Masters,14.00,Never-married,Exec-managerial,Unmarried,Black,Female,35.00,<=50K
42.00,Private,Bachelors,13.00,Married-civ-spouse,Sales,Husband,White,Male,40.00,>50K
24.00,State-gov,Assoc-acdm,12.00,Married-civ-spouse,Adm-clerical,Husband,White,Male,30.00,<=50K
59.00,Private,Some-college,10.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,60.00,>50K
42.00,Self-emp-not-inc,HS-grad,9.00,Married-civ-spouse,Transport-moving,Husband,White,Male,96.00,<=50K
54.00,Self-emp-not-inc,Bachelors,13.00,Married-civ-spouse,Craft-repair,Husband,White,Male,50.00,<=50K
26.00,Private,Assoc-acdm,12.00,Married-spouse-absent,Craft-repair,Other-relative,Asian-Pac-Islander,Female,40.00,<=50K
50.00,Private,HS-grad,9.00,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40.00,>50K
42.00,Private,Assoc-voc,11.00,Married-civ-spouse,Other-service,Husband,White,Male,45.00,<=50K
31.00,Private,Bachelors,13.00,Widowed,Other-service,Not-in-family,White,Female,30.00,<=50K
56.00,Private,HS-grad,9.00,Never-married,Prof-specialty,Not-in-family,White,Female,45.00,<=50K
28.00,Local-gov,Assoc-acdm,12.00,Married-civ-spouse,Adm-clerical,Wife,White,Female,40.00,>50K
34.00,Private,HS-grad,9.00,Married-civ-spouse,Adm-clerical,Husband,White,Male,45.00,>50K
28.00,Private,HS-grad,9.00,Never-married,Transport-moving,Not-in-family,White,Female,40.00,<=50K
41.00,Private,Bachelors,13.00,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40.00,>50K
34.00,Private,Assoc-acdm,12.00,Married-civ-spouse,Craft-repair,Husband,White,Male,65.00,<=50K
26.00,Private,Masters,14.00,Never-married,Prof-specialty,Not-in-family,White,Male,55.00,>50K
25.00,Private,Assoc-voc,11.00,Divorced,Adm-clerical,Unmarried,White,Female,40.00,<=50K
48.00,Self-emp-not-inc,Some-college,10.00,Married-civ-spouse,Craft-repair,Husband,White,Male,40.00,<=50K
47.00,Private,Some-college,10.00,Divorced,Adm-clerical,Not-in-family,White,Female,40.00,<=50K
17.00,Private,11th,7.00,Never-married,Other-service,Other-relative,White,Female,20.00,<=50K
44.00,Private,5th-6th,3.00,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40.00,<=50K
46.00,Local-gov,Some-college,10.00,Divorced,Transport-moving,Not-in-family,White,Female,40.00,<=50K
32.00,?,Bachelors,13.00,Divorced,?,Not-in-family,White,Male,50.00,<=50K
42.00,Federal-gov,Some-college,10.00,Married-civ-spouse,Transport-moving,Husband,Black,Male,40.00,<=50K
33.00,Self-emp-not-inc,Bachelors,13.00,Divorced,Sales,Not-in-family,White,Male,50.00,>50K
61.00,Private,HS-grad,9.00,Divorced,Other-service,Not-in-family,Black,Female,40.00,<=50K
47.00,Private,Bachelors,13.00,Married-civ-spouse,Craft-repair,Husband,White,Male,40.00,<=50K
62.00,Private,10th,6.00,Married-civ-spouse,Craft-repair,Husband,Black,Male,40.00,<=50K
62.00,Self-emp-not-inc,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.00,<=50K
19.00,?,Some-college,10.00,Never-married,?,Own-child,White,Female,40.00,<=50K
33.00,Private,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.00,<=50K
39.00,Local-gov,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Wife,White,Female,42.00,<=50K
17.00,Private,11th,7.00,Never-married,Handlers-cleaners,Own-child,White,Male,10.00,<=50K
58.00,Private,Some-college,10.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.00,<=50K
35.00,Self-emp-inc,Bachelors,13.00,Separated,Prof-specialty,Not-in-family,White,Female,50.00,<=50K
55.00,?,7th-8th,4.00,Divorced,?,Unmarried,White,Female,40.00,<=50K
32.00,Private,Some-college,10.00,Married-civ-spouse,Craft-repair,Husband,White,Male,40.00,<=50K
19.00,Self-emp-inc,HS-grad,9.00,Never-married,Sales,Own-child,White,Male,40.00,<=50K
41.00,Private,HS-grad,9.00,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40.00,<=50K
24.00,Private,HS-grad,9.00,Divorced,Other-service,Unmarried,White,Female,40.00,<=50K
52.00,?,HS-grad,9.00,Married-civ-spouse,?,Husband,White,Male,35.00,<=50K
48.00,Local-gov,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.00,<=50K
32.00,Private,Some-college,10.00,Divorced,Prof-specialty,Not-in-family,White,Female,30.00,<=50K
47.00,Local-gov,HS-grad,9.00,Divorced,Adm-clerical,Unmarried,White,Female,35.00,<=50K
38.00,Private,Prof-school,15.00,Married-civ-spouse,Sales,Wife,White,Female,40.00,<=50K
18.00,Private,HS-grad,9.00,Never-married,Handlers-cleaners,Own-child,Black,Male,40.00,<=50K
25.00,Private,HS-grad,9.00,Married-civ-spouse,Craft-repair,Husband,White,Male,40.00,<=50K
36.00,Private,Bachelors,13.00,Married-civ-spouse,Prof-specialty,Wife,White,Female,32.00,>50K
40.00,Private,Assoc-voc,11.00,Divorced,Prof-specialty,Not-in-family,White,Female,20.00,<=50K
56.00,Self-emp-not-inc,11th,7.00,Married-civ-spouse,Craft-repair,Husband,White,Male,20.00,<=50K
50.00,Private,Assoc-voc,11.00,Divorced,Prof-specialty,Unmarried,White,Female,40.00,>50K
32.00,Local-gov,HS-grad,9.00,Married-civ-spouse,Protective-serv,Husband,White,Male,40.00,<=50K
41.00,Private,Assoc-voc,11.00,Married-civ-spouse,Craft-repair,Husband,White,Male,43.00,>50K
28.00,Private,Some-college,10.00,Never-married,Adm-clerical,Not-in-family,White,Female,52.00,<=50K
53.00,Private,Some-college,10.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,55.00,<=50K
26.00,?,Assoc-voc,11.00,Married-civ-spouse,?,Wife,White,Female,40.00,<=50K
21.00,Private,Some-college,10.00,Never-married,Other-service,Own-child,White,Male,20.00,<=50K
29.00,Private,HS-grad,9.00,Married-civ-spouse,Transport-moving,Husband,White,Male,40.00,<=50K
43.00,Self-emp-inc,Bachelors,13.00,Married-civ-spouse,Sales,Husband,White,Male,45.00,>50K
45.00,Private,Some-college,10.00,Married-civ-spouse,Sales,Husband,White,Male,45.00,<=50K
35.00,?,9th,5.00,Married-civ-spouse,?,Wife,White,Female,35.00,<=50K
36.00,Private,HS-grad,9.00,Divorced,Prof-specialty,Own-child,White,Female,40.00,>50K
25.00,Private,HS-grad,9.00,Never-married,Sales,Other-relative,White,Female,50.00,<=50K
38.00,Private,Some-college,10.00,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40.00,<=50K
30.00,Local-gov,Some-college,10.00,Divorced,Adm-clerical,Unmarried,White,Female,40.00,<=50K
41.00,Local-gov,HS-grad,9.00,Married-civ-spouse,Craft-repair,Husband,White,Male,40.00,<=50K
27.00,Private,Some-college,10.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,40.00,<=50K
64.00,Private,Some-college,10.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,20.00,<=50K
41.00,Self-emp-not-inc,HS-grad,9.00,Married-civ-spouse,Transport-moving,Husband,White,Male,45.00,<=50K
51.00,Private,5th-6th,3.00,Separated,Machine-op-inspct,Unmarried,White,Female,40.00,<=50K
61.00,Local-gov,1st-4th,2.00,Married-civ-spouse,Other-service,Husband,White,Male,40.00,<=50K
52.00,Private,7th-8th,4.00,Divorced,Priv-house-serv,Own-child,Black,Female,16.00,<=50K
40.00,Private,Assoc-acdm,12.00,Married-civ-spouse,Sales,Husband,White,Male,60.00,>50K
20.00,Private,HS-grad,9.00,Never-married,Handlers-cleaners,Own-child,White,Male,40.00,<=50K
52.00,Local-gov,Masters,14.00,Married-civ-spouse,Prof-specialty,Husband,White,Male,40.00,<=50K
50.00,Private,Some-college,10.00,Married-civ-spouse,Tech-support,Husband,White,Male,40.00,>50K
49.00,Private,Bachelors,13.00,Divorced,Exec-managerial,Unmarried,White,Female,40.00,>50K
36.00,State-gov,Bachelors,13.00,Never-married,Prof-specialty,Unmarried,Black,Female,40.00,<=50K
33.00,Private,Masters,14.00,Never-married,Exec-managerial,Unmarried,White,Male,40.00,<=50K
40.00,Private,HS-grad,9.00,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,50.00,<=50K
45.00,Private,Bachelors,13.00,Married-civ-spouse,Exec-managerial,Husband,White,Male,50.00,>50K
22.00,Private,Some-college,10.00,Never-married,Craft-repair,Own-child,White,Female,35.00,<=50K
47.00,Private,Masters,14.00,Married-civ-spouse,Prof-specialty,Wife,White,Female,2.00,>50K
24.00,Private,HS-grad,9.00,Never-married,Sales,Not-in-family,White,Male,30.00,<=50K
19.00,Private,Some-college,10.00,Never-married,Sales,Not-in-family,White,Female,30.00,<=50K
40.00,Private,HS-grad,9.00,Divorced,Craft-repair,Not-in-family,White,Female,40.00,<=50K
40.00,Private,Some-college,10.00,Never-married,Tech-support,Not-in-family,White,Female,50.00,>50K
43.00,Self-emp-not-inc,Prof-school,15.00,Married-civ-spouse,Prof-specialty,Husband,Other,Male,35.00,>50K
63.00,Local-gov,Bachelors,13.00,Married-civ-spouse,Transport-moving,Husband,White,Male,40.00,<=50K
18.00,Private,11th,7.00,Never-married,Other-service,Own-child,White,Female,20.00,<=50K
19.00,Private,1st-4th,2.00,Never-married,Machine-op-inspct,Other-relative,White,Male,40.00,<=50K
